25.0316169993,121.535920502
25.0316169884,121.536192247
25.0316169411,121.536648229
25.0316168154,121.537278006
25.0316165521,121.538083815
25.031616076,121.539064277
25.031615296,121.540218026
25.0316141051,121.541543705
25.031612381,121.543039968
25.0316099863,121.544705479
25.0316067684,121.54653891
25.0316025602,121.548538945
25.0315971797,121.550704277
25.0315904311,121.553033607
25.0315821043,121.555525644
25.0315719753,121.558179108
25.0315598068,121.560992725
25.0315455045,121.563934723
25.031528518,121.56706329
25.0315087028,121.57034825
25.0314857694,121.57378836
25.0314594159,121.577382384
25.0314293277,121.581129092
25.0313951784,121.58502726
25.0313566295,121.58907567
25.0313133312,121.593273108
25.0312649217,121.597618367
25.0312110284,121.602110243
25.0311512673,121.606747537
25.0310852436,121.611529054
25.0310125521,121.616453603
25.0309327768,121.621519994
25.0308454916,121.626727041
25.0307502604,121.632073562
25.0306466372,121.637558374
25.0305341664,121.643180297
25.0304123828,121.648938153
25.0302808122,121.654830764
25.0301389713,121.66085695
25.029986368,121.667015536
25.0298225015,121.673305342
25.0296468626,121.679725189
25.0294589342,121.686273897
25.0292561169,121.693017689
25.0290418894,121.699821829
25.028813768,121.706751266
25.0285712047,121.71380481
25.0283136444,121.720981268
25.0280405253,121.728279444
25.0277512788,121.735698138
25.0274453298,121.743236145
25.0271220972,121.750892255
25.0267809938,121.758665253
25.0264214268,121.76655392
25.0260427978,121.774557028
25.0256445032,121.782673346
25.0252259345,121.790901635
25.0247864783,121.799240647
25.0243255166,121.807689129
25.0238424275,121.81624582
25.0233365847,121.82490945
25.0228073585,121.833678743
25.0222541154,121.84255241
25.0216762189,121.851529157
25.0210730296,121.860607678
25.0204439051,121.869786659
25.0197882009,121.879064777
25.0191052703,121.888440695
25.0183944647,121.897913069
25.0176551338,121.907480543
25.0168866263,121.917141751
25.0160882897,121.926895313
25.0152679121,121.936640951
25.014408272,121.946574155
25.0135168489,121.956595525
25.0125929893,121.966703636
25.0116360401,121.97689705
25.0106453491,121.987174318
25.009620265,121.997533979
25.0085601381,122.007974556
25.0074643203,122.018494563
25.0063321655,122.029092498
25.00516303,122.039766849
25.0039562726,122.050516089
25.0027112551,122.061338677
25.0014273427,122.072233061
25.0001039041,122.083197674
24.9987403119,122.094230936
24.9973359429,122.105331256
24.9958901785,122.116497025
24.994402405,122.127726626
24.9928720138,122.139018425
24.9912984018,122.150370776
24.9896809719,122.161782021
24.9880191329,122.173250487
24.9863123002,122.18477449
24.9845598961,122.196352332
24.9827613497,122.207982303
24.9809160977,122.21966268
24.9790235845,122.231391729
24.9770832626,122.243167702
24.9750945925,122.254988841
24.9730570439,122.266853375
24.9709700948,122.278759522
24.9688332329,122.290705488
24.9666459553,122.302689471
24.9644077687,122.314709655
24.9621181903,122.326764215
24.9597767473,122.338851316
24.9573829777,122.350969115
24.9549364305,122.363115757
24.9524366658,122.37528938
24.9498832551,122.387488111
24.9472757817,122.399710073
24.9446138408,122.411953378
24.9418970396,122.424216131
24.9391249982,122.436496432
24.9362973487,122.448792372
24.9334137367,122.461102039
24.9304738203,122.473423512
24.9274772712,122.485754869
24.9244237746,122.498094179
24.9213130291,122.510439512
24.9181447473,122.522788931
24.9149186559,122.535140497
24.9116344955,122.547492268
24.9082920211,122.559842302
24.9048910024,122.572188654
24.9014312233,122.584529379
24.8979124826,122.596862531
24.8943345939,122.609186166
24.8906973858,122.62149834
24.8870007017,122.633797109
24.8832444002,122.646080535
24.8794283552,122.658346679
24.8755524557,122.670593608
24.8716166059,122.682819391
24.8676207254,122.695022102
24.8635647491,122.707199822
24.8594486275,122.719350634
24.855272326,122.731472632
24.8510358258,122.743563914
24.8467391234,122.755622586
24.8423822303,122.767646762
24.8379651736,122.779634565
24.8334879956,122.791584128
24.8289507539,122.803493593
24.8243535208,122.815361113
24.8196963843,122.827184852
24.8149794467,122.838962986
24.8102028257,122.850693703
24.8053666535,122.862375204
24.8004710769,122.874005702
24.7955162575,122.885583426
24.790502371,122.897106618
24.7854296073,122.908573535
24.7802981708,122.919982451
24.7751082793,122.931331654
24.7698601647,122.94261945
24.7645007195,122.953956084
24.7591363323,122.965115394
24.7537145008,122.976208301
24.7482355099,122.987233181
24.7426996575,122.998188429
24.7371072539,123.009072459
24.7314586217,123.019883705
24.7257540956,123.030620622
24.7199940223,123.041281684
24.7141787597,123.051865387
24.7083086776,123.062370246
24.7023841563,123.072794801
24.6964055874,123.083137612
24.6903733728,123.093397259
24.6842879247,123.103572349
24.6781496653,123.113661508
24.6719590266,123.123663387
24.6657164501,123.133576659
24.6594223862,123.143400023
24.6530772944,123.153132198
24.6466816427,123.16277193
24.6402359072,123.172317988
24.6337405722,123.181769165
24.6271961296,123.191124279
24.6206030786,123.200382174
24.6139619255,123.209541716
24.6072731834,123.218601798
24.6005373717,123.227561337
24.5937550161,123.236419275
24.5869266481,123.245174581
24.5800528048,123.253826247
24.5731340283,123.262373291
24.566170866,123.270814757
24.5591638694,123.279149713
24.5521135949,123.287377254
24.5450206024,123.295496499
24.5378854559,123.303506593
24.5307087226,123.311406707
24.523490973,123.319196035
24.5162327801,123.326873798
24.5089347199,123.334439242
24.5015973703,123.341891637
24.4942213113,123.349230279
24.4868071246,123.356454489
24.4793553934,123.363563611
24.4718667017,123.370557015
24.4643416348,123.377434096
24.4567807783,123.384194271
24.4491847184,123.390836984
24.441554041,123.397361701
24.4338893322,123.403767913
24.4261911774,123.410055133
24.4184601617,123.4162229
24.4106968688,123.422270773
24.4029018817,123.428198336
24.3950757818,123.434005196
24.387219149,123.439690983
24.3793325612,123.445255346
24.3714165945,123.450697962
24.3634718227,123.456018523
24.3554988171,123.461216749
24.3474981463,123.466292377
24.3394703763,123.471245167
24.3314160698,123.476074899
24.3233357864,123.480781375
24.3152300824,123.485364417
24.3070995104,123.489823866
24.2989446194,123.494159582
24.2907659545,123.498371448
24.2825640566,123.502459363
24.2743394626,123.506423247
24.2660927051,123.510263037
24.257824312,123.513978689
24.2495348068,123.517570177
24.2412247082,123.521037494
24.2328945301,123.524380649
24.2245447813,123.527599669
24.2161759656,123.530694596
24.2077885817,123.533665492
24.1993831229,123.536512433
24.1909600771,123.539235511
24.1825199269,123.541834835
24.1740631491,123.544310528
24.165590215,123.546662729
24.1571015903,123.548891591
24.1485977346,123.550997283
24.1400791021,123.552979987
24.1315461407,123.554839899
24.1229992925,123.556577229
24.1144389936,123.5581922
24.1058656741,123.559685048
24.0972797578,123.561056022
24.0886816626,123.562305385
24.0800718002,123.563433409
24.0714505758,123.56444038
24.0628183889,123.565326596
24.0541756323,123.566092364
24.0455226928,123.566738005
24.0368599509,123.567263848
24.0281877808,123.567670235
24.0195065505,123.567957517
24.0108166215,123.568126055
24.0021183493,123.56817622
23.9934120831,123.568108391
23.9846981656,123.567922959
23.9759769336,123.567620321
23.9672487175,123.567200885
23.9585138415,123.566665066
23.9497726237,123.566013288
23.941025376,123.565245981
23.9322724042,123.564363585
23.9235140081,123.563366547
23.9147504812,123.56225532
23.9059821114,123.561030365
23.8972091802,123.559692149
23.8884319635,123.558241147
23.8796507312,123.556677837
23.8708657474,123.555002706
23.8620772704,123.553216247
23.8532855528,123.551318956
23.8444908416,123.549311336
23.835693378,123.547193896
23.8268933979,123.544967148
23.8180911316,123.54263161
23.8092868039,123.540187803
23.8004806344,123.537636256
23.7916728374,123.534977497
23.7828636218,123.532212062
23.7740531915,123.529340488
23.7652417454,123.526363318
23.7564294773,123.523281097
23.747616576,123.520094372
23.7388032255,123.516803696
23.7299896052,123.513409621
23.7211758895,123.509912706
23.7123622485,123.506313508
23.7035488475,123.502612589
23.6947358476,123.498810512
23.6859234053,123.494907843
23.6771116729,123.490905149
23.6683007986,123.486802998
23.6594909263,123.48260196
23.650682196,123.478302607
23.6418747438,123.473905511
23.6330687018,123.469411245
23.6242641984,123.464820384
23.6154613583,123.460133501
23.6066603028,123.455351173
23.5978611493,123.450473974
23.5890640121,123.445502481
23.5802690021,123.440437269
23.571476227,123.435278914
23.5626857913,123.43002799
23.5538977964,123.424685074
23.5451123408,123.41925074
23.5363295201,123.413725561
23.5275494273,123.408110111
23.5187721523,123.402404961
23.5099977828,123.396610682
23.5012264038,123.390727846
23.4924580978,123.384757019
23.4836929452,123.378698769
23.4749310239,123.372553662
23.4661724099,123.366322262
23.4574171769,123.36000513
23.4486653967,123.353602827
23.4399171393,123.347115911
23.4311724727,123.340544938
23.4224314635,123.333890462
23.4136941764,123.327153034
23.4049606746,123.320333202
23.3962310199,123.313431514
23.3875052728,123.306448512
23.3787834923,123.299384738
23.3700657365,123.292240728
23.3613520621,123.285017019
23.3526425249,123.277714141
23.3439371798,123.270332623
23.3352360807,123.262872991
23.3265392808,123.255335765
23.3178468326,123.247721464
23.309158788,123.240030603
23.3004751983,123.232263693
23.2917961143,123.22442124
23.2831215864,123.216503747
23.2744516648,123.208511715
23.2657863994,123.200445638
23.25712584,123.192306007
23.2484700363,123.184093309
23.2398190377,123.175808027
23.2311728942,123.167450639
23.2225316555,123.159021617
23.2138953717,123.150521432
23.205264093,123.141950548
23.1966378703,123.133309425
23.1880167546,123.124598517
23.1794007975,123.115818276
23.170790051,123.106969145
23.162184568,123.098051566
